Ledgerstyle,county,geotype,Character2008,POP2010,WHITEONLY2010,BlackONLY2010,ASIANONLY2010,HISPANIC2010,_2010PopSqMile,POP2000,StateLegDISTRICT2011,2010FIPS,2000FIPS,EMPTY,Statemuniname,1968statecode,TreasuryTaxationcode03,Federalcode03,2003LegislativeDistrict,AlternateCountyCodestate,COUNTY00,muniname06,njmuncode,DOEco_code,DOEdist_code,DOEco_name,DOEdis_name,DOEdfg,MUNICIPALITY,AREA_IN_SQUARE_Miles00WRONG,DENSITY_PER_Square_MileWRONG,Character10,SUMLEV10,GEOCOMP10,CHARITER10,CIFSN10,LOGRECNO10,REGION10,DIVISION10,STATE10,COUNTY10,COUNTYCC10,COUNTYSC10,COUSUB10,COUSUBCC10,COUSUBSC10,CBSA10,CBSASC10,METDIV10,CSA10,CD10,SLDU10,SLDL10,SDELM10,SDSEC10,SDUNI10,AREALAND10,AREAWATR10,AREAname10,FUNCSTAT10,GCUNI10,POP10010,HU10010,INTPTLAT10,INTPTLON10,LSADC10,STATENS10,COUNTYNS10,COUSUBNS10,PLACENS,CSASC10,MEMI10,PUMA10,RESERVED10,2010FIPS,SUMLEV00,LOGRECNO00,STATECE00,STATEFIPS00,COUNTYFIPS00,COUNTYSC00,COUSUBFIPS00,COUSUBCC00,COUSUBSC00,PLACE00,PLACECC00,PLACEDC00,MSACMSA00,MASC00,CMSA00,MACCI00,PMSA00,CD106,AREALAND00,AREAWATR00,NAME00,FUNCSTAT00,GCUNI00,POP10000,HU10000,INTPTLAT00,INTPTLON00,LSADC00,2000FIPS,LANDSQMI2010,WATRSQMI2010,TOTSQMI2010,_2010PopSqMile,LANDSQMILE2000,WATRSQMILE2000,TOTSQMILE2000,_2000PopSqMile
General Assembly District 22                                                              ,,State Assembly district,,214711,,,,,,207037,22,34             022               ,,,,,,,,,,,,,,,,,,,,,620,0,0,  ,200139,1,2,34,   ,  ,  ,     ,  ,  ,     ,  ,     ,   ,,   ,22,,,,122430207,2957087,General Assembly District 22                                                              ,N, ,214711,79968,40.6155436,-74.3540727,L4,1779795,        ,        ,        ,  , ,     ,                  ,34             022               ,,,,,,,,,,,,,,,,,,,,,,,,207037,76587,22,,,,,,,,,,,
General Assembly District 23                                                              ,,State Assembly district,,229972,,,,,,217830,23,34             023               ,,,,,,,,,,,,,,,,,,,,,620,0,0,  ,200209,1,2,34,   ,  ,  ,     ,  ,  ,     ,  ,     ,   ,,   ,23,,,,1948346318,39787686,General Assembly District 23                                                              ,N, ,229972,91670,40.700551,-74.9559773,L4,1779795,        ,        ,        ,  , ,     ,                  ,34             023               ,,,,,,,,,,,,,,,,,,,,,,,,217830,83727,23,,,,,,,,,,,
General Assembly District 24                                                              ,,State Assembly district,,215703,,,,,,204044,24,34             024               ,,,,,,,,,,,,,,,,,,,,,620,0,0,  ,200361,1,2,34,   ,  ,  ,     ,  ,  ,     ,  ,     ,   ,,   ,24,,,,1701878215,49573743,General Assembly District 24                                                              ,N, ,215703,87324,41.061988,-74.7066485,L4,1779795,        ,        ,        ,  , ,     ,                  ,34             024               ,,,,,,,,,,,,,,,,,,,,,,,,204044,78238,24,,,,,,,,,,,
General Assembly District 25                                                              ,,State Assembly district,,215844,,,,,,210827,25,34             025               ,,,,,,,,,,,,,,,,,,,,,620,0,0,  ,200474,1,2,34,   ,  ,  ,     ,  ,  ,     ,  ,     ,   ,,   ,25,,,,507107881,32392840,General Assembly District 25                                                              ,N, ,215844,83204,40.9063047,-74.5404794,L4,1779795,        ,        ,        ,  , ,     ,                  ,34             025               ,,,,,,,,,,,,,,,,,,,,,,,,210827,78113,25,,,,,,,,,,,
General Assembly District 26                                                              ,,State Assembly district,,217839,,,,,,207093,26,34             026               ,,,,,,,,,,,,,,,,,,,,,620,0,0,  ,200549,1,2,34,   ,  ,  ,     ,  ,  ,     ,  ,     ,   ,,   ,26,,,,503976468,29594108,General Assembly District 26                                                              ,N, ,217839,85422,40.9811921,-74.3861381,L4,1779795,        ,        ,        ,  , ,     ,                  ,34             026               ,,,,,,,,,,,,,,,,,,,,,,,,207093,77954,26,,,,,,,,,,,
General Assembly District 27                                                              ,,State Assembly district,,204496,,,,,,206390,27,34             027               ,,,,,,,,,,,,,,,,,,,,,620,0,0,  ,200623,1,2,34,   ,  ,  ,     ,  ,  ,     ,  ,     ,   ,,   ,27,,,,155283652,1701113,General Assembly District 27                                                              ,N, ,204496,78397,40.8115243,-74.2862988,L4,1779795,        ,        ,        ,  , ,     ,                  ,34             027               ,,,,,,,,,,,,,,,,,,,,,,,,206390,75325,27,,,,,,,,,,,
General Assembly District 28                                                              ,,State Assembly district,,210635,,,,,,217596,28,34             028               ,,,,,,,,,,,,,,,,,,,,,620,0,0,  ,200695,1,2,34,   ,  ,  ,     ,  ,  ,     ,  ,     ,   ,,   ,28,,,,40079074,234706,General Assembly District 28                                                              ,N, ,210635,86078,40.7943842,-74.1821504,L4,1779795,        ,        ,        ,  , ,     ,                  ,34             028               ,,,,,,,,,,,,,,,,,,,,,,,,217596,83905,28,,,,,,,,,,,
General Assembly District 29                                                              ,,State Assembly district,,206523,,,,,,202362,29,34             029               ,,,,,,,,,,,,,,,,,,,,,620,0,0,  ,200782,1,2,34,   ,  ,  ,     ,  ,  ,     ,  ,     ,   ,,   ,29,,,,57889650,4987882,General Assembly District 29                                                              ,N, ,206523,79684,40.7187623,-74.1712573,L4,1779795,        ,        ,        ,  , ,     ,                  ,34             029               ,,,,,,,,,,,,,,,,,,,,,,,,202362,74198,29,,,,,,,,,,,
General Assembly District 30                                                              ,,State Assembly district,,270300,,,,,,214222,30,34             030               ,,,,,,,,,,,,,,,,,,,,,620,0,0,  ,200859,1,2,34,   ,  ,  ,     ,  ,  ,     ,  ,     ,   ,,   ,30,,,,945362532,13761607,General Assembly District 30                                                              ,N, ,270300,89225,40.1192634,-74.4236761,L4,1779795,        ,        ,        ,  , ,     ,                  ,34             030               ,,,,,,,,,,,,,,,,,,,,,,,,214222,72924,30,,,,,,,,,,,
General Assembly District 31                                                              ,,State Assembly district,,214973,,,,,,207327,31,34             031               ,,,,,,,,,,,,,,,,,,,,,620,0,0,  ,200950,1,2,34,   ,  ,  ,     ,  ,  ,     ,  ,     ,   ,,   ,31,,,,38701343,28665691,General Assembly District 31                                                              ,N, ,214973,95312,40.6859107,-74.0856487,L4,1779795,        ,        ,        ,  , ,     ,                  ,34             031               ,,,,,,,,,,,,,,,,,,,,,,,,207327,82844,31,,,,,,,,,,,
General Assembly District 32                                                              ,,State Assembly district,,208639,,,,,,208227,32,34             032               ,,,,,,,,,,,,,,,,,,,,,620,0,0,  ,201021,1,2,34,   ,  ,  ,     ,  ,  ,     ,  ,     ,   ,,   ,32,,,,67407864,7770855,General Assembly District 32                                                              ,N, ,208639,80191,40.767248,-74.0800844,L4,1779795,        ,        ,        ,  , ,     ,                  ,34             032               ,,,,,,,,,,,,,,,,,,,,,,,,208227,76566,32,,,,,,,,,,,
General Assembly District 33                                                              ,,State Assembly district,,224489,,,,,,206676,33,34             033               ,,,,,,,,,,,,,,,,,,,,,620,0,0,  ,201095,1,2,34,   ,  ,  ,     ,  ,  ,     ,  ,     ,   ,,   ,33,,,,15706956,5321876,General Assembly District 33                                                              ,N, ,224489,99982,40.7592562,-74.0221767,L4,1779795,        ,        ,        ,  , ,     ,                  ,34             033               ,,,,,,,,,,,,,,,,,,,,,,,,206676,86196,33,,,,,,,,,,,
General Assembly District 34                                                              ,,State Assembly district,,205421,,,,,,205731,34,34             034               ,,,,,,,,,,,,,,,,,,,,,620,0,0,  ,201176,1,2,34,   ,  ,  ,     ,  ,  ,     ,  ,     ,   ,,   ,34,,,,66661888,776674,General Assembly District 34                                                              ,N, ,205421,84036,40.8673701,-74.1502858,L4,1779795,        ,        ,        ,  , ,     ,                  ,34             034               ,,,,,,,,,,,,,,,,,,,,,,,,205731,82063,34,,,,,,,,,,,
General Assembly District 35                                                              ,,State Assembly district,,209995,,,,,,210829,35,34             035               ,,,,,,,,,,,,,,,,,,,,,620,0,0,  ,201241,1,2,34,   ,  ,  ,     ,  ,  ,     ,  ,     ,   ,,   ,35,,,,61005520,1165510,General Assembly District 35                                                              ,N, ,209995,71712,40.9327403,-74.1723968,L4,1779795,        ,        ,        ,  , ,     ,                  ,34             035               ,,,,,,,,,,,,,,,,,,,,,,,,210829,69712,35,,,,,,,,,,,
General Assembly District 36                                                              ,,State Assembly district,,219354,,,,,,214297,36,34             036               ,,,,,,,,,,,,,,,,,,,,,620,0,0,  ,201303,1,2,34,   ,  ,  ,     ,  ,  ,     ,  ,     ,   ,,   ,36,,,,77716962,3591437,General Assembly District 36                                                              ,N, ,219354,82210,40.8256486,-74.1040768,L4,1779795,        ,        ,        ,  , ,     ,                  ,34             036               ,,,,,,,,,,,,,,,,,,,,,,,,214297,80167,36,,,,,,,,,,,
General Assembly District 37                                                              ,,State Assembly district,,221026,,,,,,215675,37,34             037               ,,,,,,,,,,,,,,,,,,,,,620,0,0,  ,201373,1,2,34,   ,  ,  ,     ,  ,  ,     ,  ,     ,   ,,   ,37,,,,83575467,6818575,General Assembly District 37                                                              ,N, ,221026,84979,40.8920138,-73.9978941,L4,1779795,        ,        ,        ,  , ,     ,                  ,34             037               ,,,,,,,,,,,,,,,,,,,,,,,,215675,81877,37,,,,,,,,,,,
General Assembly District 38                                                              ,,State Assembly district,,222394,,,,,,215129,38,34             038               ,,,,,,,,,,,,,,,,,,,,,620,0,0,  ,201443,1,2,34,   ,  ,  ,     ,  ,  ,     ,  ,     ,   ,,   ,38,,,,90797695,6890807,General Assembly District 38                                                              ,N, ,222394,93060,40.9343688,-74.0978573,L4,1779795,        ,        ,        ,  , ,     ,                  ,34             038               ,,,,,,,,,,,,,,,,,,,,,,,,215129,88648,38,,,,,,,,,,,
General Assembly District 39                                                              ,,State Assembly district,,217041,,,,,,214098,39,34             039               ,,,,,,,,,,,,,,,,,,,,,620,0,0,  ,201515,1,2,34,   ,  ,  ,     ,  ,  ,     ,  ,     ,   ,,   ,39,,,,210485902,14822950,General Assembly District 39                                                              ,N, ,217041,79733,41.0003193,-74.0287875,L4,1779795,        ,        ,        ,  , ,     ,                  ,34             039               ,,,,,,,,,,,,,,,,,,,,,,,,214098,77021,39,,,,,,,,,,,
General Assembly District 40                                                              ,,State Assembly district,,216232,,,,,,208760,40,34             040               ,,,,,,,,,,,,,,,,,,,,,620,0,0,  ,201614,1,2,34,   ,  ,  ,     ,  ,  ,     ,  ,     ,   ,,   ,40,,,,321165439,18822748,General Assembly District 40                                                              ,N, ,216232,78846,41.0223824,-74.2308187,L4,1779795,        ,        ,        ,  , ,     ,                  ,34             040               ,,,,,,,,,,,,,,,,,,,,,,,,208760,76332,40,,,,,,,,,,,
Absecon City School District                                                              ,Atlantic,Elementary school district,,8411,,,,,,7638,,34                00660          ,,,,,,,,,1,,,1,10,Atlantic,Absecon City,CD,,,,,950,0,0,  ,202996,1,2,34,   ,  ,  ,     ,  ,  ,     ,  ,     ,   ,,   ,,660,,,13975074,4911452,Absecon City School District                                                              ,E,!,8411,3365,39.42982,-74.5037597,0,1779795,        ,        ,        ,  , ,     ,                  ,34                00660          ,,,,,,,,,,,,,,,,,,,,,Absecon City,,,7638,2902,,,,,,,,,,,,
Alexandria Township School District                                                       ,Hunterdon,Elementary school district,,4938,,,,,,4698,,34                00690          ,,,,,,,,,19,,,19,20,Hunterdon,Alexandria Twp,GH,,,,,950,0,0,  ,202997,1,2,34,   ,  ,  ,     ,  ,  ,     ,  ,     ,   ,,   ,,690,,,71025014,562083,Alexandria Township School District                                                       ,E,!,4938,1865,40.5832228,-75.033197,0,1779795,        ,        ,        ,  , ,     ,                  ,34                00690          ,,,,,,,,,,,,,,,,,,,,,Alexandria Twp,,,4698,1598,,,,,,,,,,,,
Allamuchy Township School District                                                        ,Warren,Elementary school district,,4323,,,,,,3877,,34                00720          ,,,,,,,,,41,,,41,30,Warren,Allamuchy Twp,I,,,,,950,0,0,  ,202998,1,2,34,   ,  ,  ,     ,  ,  ,     ,  ,     ,   ,,   ,,720,,,52976645,800195,Allamuchy Township School District                                                        ,E,!,4323,2096,40.9148811,-74.8322508,0,1779795,        ,        ,        ,  , ,     ,                  ,34                00720          ,,,,,,,,,,,,,,,,,,,,,Allamuchy Twp,,,3877,1774,,,,,,,,,,,,
